"가구주교육정도별","가계수지항목별","항목","단위","2002. 1/4","2002. 2/4","2002. 3/4","2002. 4/4","2003. 1/4","2003. 2/4","2003. 3/4","2003. 4/4","2004. 1/4","2004. 2/4","2004. 3/4","2004. 4/4","2005. 1/4","2005. 2/4","2005. 3/4","2005. 4/4","2006. 1/4","2006. 2/4","2006. 3/4","2006. 4/4","2007. 1/4","2007. 2/4","2007. 3/4","2007. 4/4","2008. 1/4","2008. 2/4","2008. 3/4","2008. 4/4","2009. 1/4","2009. 2/4","2009. 3/4","2009. 4/4","2010. 1/4","2010. 2/4","2010. 3/4","2010. 4/4","2011. 1/4","2011. 2/4","2011. 3/4","2011. 4/4","2012. 1/4","2012. 2/4","2012. 3/4","2012. 4/4","2013. 1/4","2013. 2/4","2013. 3/4","2013. 4/4","2014. 1/4","2014. 2/4","2014. 3/4","2014. 4/4","2015. 1/4","2015. 2/4","2015. 3/4","2015. 4/4","2016. 1/4","2016. 2/4","2016. 3/4","2016. 4/4","2017. 1/4","2017. 2/4","2017. 3/4","2017. 4/4","2018. 1/4","2018. 2/4","2018. 3/4","2018. 4/4","2019. 1/4","2019. 2/4","2019. 3/4","2019. 4/4",
"전체 평균","10.교육","근로자가구","원","240203.913","156782.647","222306.53","145606.834","232436.951","169970.186","238337.956","168848.107","278897.355","176124.913","254150.289","173507.676","288333.561","179161.283","276260.3","194279.563","309380.082","192435.708","278353.183","198315.668","327681.033","217529.585","315263.656","220573.75","380024.758","266098.507","379576.104","261247.197","412592.137","267832.533","376512.053","254719.174","423195.625","267381.486","387458.321","256086.19","408320.388","263679.516","385444.206","258794.748","408717.412","261341.791","370695.112","259971.566","385780.168","269580.815","371468.155","258996.748","385177.065","267032.35","356936.517","258569.761","393796.788","271534.402","367890.934","263130.27","410443.47","270199.815","388077.11","269892.318","","","","","","","","","","","","",
"전체 평균","10.교육","근로자외가구","원","240229.252","135886.487","224305.866","137705.678","216590.236","158187.385","254111.857","166672.115","273951.195","159099.003","256687.077","159981.972","253593.493","169295.414","268963.679","173910.804","289982.511","174526.882","273943.129","168637.464","303863.678","180884.515","286755.442","167921.442","303329.979","191759.411","289439.061","183655.098","313790.562","205512.197","319342.808","205669.833","348813.386","210944.592","316415.007","196066.25","325425.858","198489.671","326354.622","207241.701","331620.568","201364.767","294125.359","193379.339","299784.162","189130.914","295349.754","186547.287","315896.372","190791.086","296588.806","178030.558","281661.159","176927.297","276104.96","189259.395","269838.145","184868.185","268095.114","190042.205","","","","","","","","","","","","",
"전체 평균","11.음식 · 숙박","전체가구","원","206482.897","221818.965","223968.891","210649.78","218178.535","248178.824","256429.339","255278.548","248704.58","270232.237","270535.67","271023.77","254552.346","276152.087","270995.153","270450.057","260908.319","271556.846","275741.934","276474.163","265224.933","287280.793","289122.054","285940.79","282083.12","311133.09","305834.081","298090.129","260407.273","294718.557","294610.829","291745.334","281784.786","309587.069","303282.539","292312.263","280471.358","309320.2","320437.447","313756.111","303973.313","329451.709","329936.623","314056.59","301935.328","328699.685","345461.263","331499.077","318655.752","344441.677","360800.136","339237.023","332293.793","344589.595","361894.633","344030.545","339133.581","357876.178","366783.82","341148.13","","","","","","","","","","","","",
"전체 평균","11.음식 · 숙박","근로자가구","원","223571.858","235899.324","239901.963","226265.95","231907.351","261379.698","273621.711","269672.074","267838.517","287794.891","292440.26","292112.354","276794.889","294385.042","294480.076","292022.425","282684.095","290768.383","299399.022","302494.947","292833.948","312581.378","318032.547","314718.949","313933.875","342986.544","336032.882","325076.999","290832.34","325423.896","325584.835","318323.585","314482.818","336662.568","331074.871","322825.438","313112.54","340661.129","351704.444","342501.477","338695.368","358698.816","361295.466","342280.02","336156.902","362577.101","379680.611","362819.918","351490.279","377055.071","392243.184","371541.946","367520.161","377473.612","397917.838","378272.607","379527.491","396252.339","411872.027","384252.3","","","","","","","","","","","","",
"전체 평균","11.음식 · 숙박","근로자외가구","원","184032.823","203108.148","203032.652","190284.089","198691.109","228469.56","231701.748","233804.153","220649.769","243759.936","239038.093","239991.467","223249.871","249010.93","236867.34","239017.069","229484.549","242444.091","240926.948","238523.85","226731.407","250202.147","245820.296","243426.436","235749.231","263223.975","260247.486","256543.623","215115.65","249075.816","248321.519","250426.075","234495.742","267154.486","259244.938","245950.237","231761.492","260291.109","270848.673","267166.215","248777.335","280926.944","277120.165","266842.437","246921.401","271111.908","285402.915","276632.214","264599.53","286688.727","304882.595","281046.314","271626.821","285571.204","298012.758","282237.142","272310.62","290520.891","289499.306","268337.214","","","","","","","","","","","","",
"전체 평균","12.기타상품 · 서비스","전체가구","원","136068.998","141872.617","130257.644","139659.599","144891.302","145519.647","130158.384","150404.892","161056.766","151180.312","141798.384","160510.814","169495.936","163823.771","149272.571","172330.958","175577.492","177077.832","158437.538","191391.396","182814.388","177349.197","178585.558","190359.322","192463.457","188274.786","175072.9","194628.233","177728.589","187697.785","180874.465","200558.151","200489.324","204765.337","199674.825","213911.271","211146.71","219938.087","206789.497","230074.279","231101.748","221096.259","209028.013","206761.256","201623.886","198203.146","195364.674","212518.953","221067.861","211925.612","208012.1","218506.674","226236.712","219723.025","198278.951","219658.763","225784.4","223822.673","215746.943","219693.075","","","","","","","","","","","","",
"전체 평균","12.기타상품 · 서비스","근로자가구","원","131250.379","147482.187","120431.788","148583.822","142719.169","145284.768","134154.033","149806.813","165381.668","149857.63","149017.085","159859.348","169781.744","162221.04","159406.748","177507.474","183317.404","186598.247","168160.431","196653.456","194879.584","184879.472","188033.103","199477.934","211199.392","198489.206","189047.993","208318.473","190690.846","208110.174","198601.19","213939.87","221223.729","216521.479","210897.817","228673.649","229373.972","239799.543","222486.817","253157.057","245627.685","228237.636","215952.288","216548.03","218588.263","210231.887","207863.657","222530.957","227838.182","228660.873","219550.833","223466.985","239401.952","234463.863","206769.121","229914.234","239593.531","234836.249","224992.706","228716.677","","","","","","","","","","","","",
"전체 평균","12.기타상품 · 서비스","근로자외가구","원","142399.306","134418.289","143168.93","128021.152","147974.545","145870.329","124411.487","151297.196","154715.452","153173.999","131418.293","161469.46","169093.712","166209.559","134545.792","164788.282","164408.329","162650.799","144128.831","183716.884","165992.638","166313.391","164435.151","176888.276","165207.943","172911.811","153976.799","173551.998","158432.603","157355.263","154382.643","179754.574","170502.499","186341.172","181891.73","191481.165","183946.484","188867.244","181893.89","192662.19","208010.567","209247.783","197365.729","190389.247","174352.288","177755.646","173427.719","194980.24","209921.728","182290.221","187491.902","209571.688","203563.491","193266.993","183222.879","201151.687","202940.189","204492.377","199899.022","204450.544","","","","","","","","","","","","",
"전체 평균","비소비지출","전체가구","원","429153.591","425680.952","421585.944","438943.052","436845.264","456109.506","461420.302","481257.915","481863.516","483541.994","498886.919","500225.719","504672.747","500526.445","518726.786","503882.457","532355.107","527707.62","542605.483","573498.702","570672.21","557271.549","603264.049","594768.858","620978.619","593530.166","653783.357","624516.518","659252.477","598671.664","631056.455","654242.915","703973.13","670042.165","713072.642","665207.273","748769.892","711251.105","763016.402","715271.512","805868.823","735075.016","811121.604","744729.965","811584.201","763555.102","823383.344","770866.707","850017.565","777623.063","848152.508","767501.327","862250.288","799326.556","851479.181","785847.543","864079.228","796970.745","850559.403","779004.59","844676.152","816087.722","878088.107","870423.021","1008650.23","955160.052","1088725.419","965730.691","1089660.092","1034403.382","1170967.96","1071073.601",
"전체 평균","비소비지출","근로자가구","원","479212.838","470790.627","465517.329","492458.223","491928.506","510556.134","518203.24","528556.594","542835.313","536013.549","567384.095","556409.023","575745.501","563103.516","581864.607","566497.512","603688.607","587773.44","608134.436","652504.676","661218.053","629414.542","681479.424","685958.007","729990.068","691927.137","748996.826","718013.125","759803.226","690478.485","715877.076","754531.845","822815.417","755364.633","790816.038","746295.935","867541.574","809027.807","864537.58","806480.128","938363.108","835521.467","913864.862","837948.405","942458.518","869528.736","918674.467","871221.773","988487.363","897832.776","954406.548","882972.991","1005015.679","911618.126","961155.037","897294.468","1008630.743","919011.344","973743.156","910114.176","1000255.642","920572.224","993437.134","994781.555","1213688.746","1124390.81","1260280.17","1146410.615","1297176.719","1210926.69","1356797.798","1257063.538",
"전체 평균","비소비지출","근로자외가구","원","363389.862","365736.543","363859.604","369151.712","358657.116","374819.212","379750.057","410690.734","392464.65","404451.283","400391.803","417550.785","404650.324","407375.662","426976.186","412646.376","429416.528","436685.154","446169.706","458271.531","444429.797","451544.172","486114.083","460053.927","462397.625","445536.431","510053.877","480577.733","509569.76","462203.052","504295.709","498331.065","532099.233","536325.237","589886.409","542000.338","571528.988","558291.286","602006.03","567442.471","595249.046","568421.26","638075.201","588787.552","601193.236","583411.899","656137.98","595067.863","622051.614","564751.456","659192.941","559502.749","616379.242","597791.935","656985.121","584729.843","624950.11","582773.195","639413.36","557536.25","587681.149","631837.428","679027.454","659555.841","710670.374","700712.422","832396.142","695917.684","790278.307","765015.531","888363.144","783300.381",
"전체 평균","처분가능소득","전체가구","원","2162764.682","2125512.987","2216655.285","2147085.233","2226422.169","2181394.309","2298603.562","2305331.666","2364520.626","2305485.95","2442474.815","2396349.773","2484800.848","2402751.526","2474553.781","2502162.344","2596975.03","2503675.469","2556978.293","2646328.748","2731901.318","2591552.637","2738223.161","2744403.092","2910705.113","2799252.693","2921262.675","2839108.919","2865571.686","2727602.86","2852961.269","2911397.465","3071149.19","2913869.596","2990340.397","2984235.581","3164991.027","3050651.531","3183453.058","3221447.173","3372598.305","3258785.449","3376609.593","3392286.581","3426201.865","3312673.398","3479303.865","3438782.533","3592157.549","3409313.94","3574684.126","3519523.034","3687614.563","3505053.816","3588192.81","3548699.052","3726741.29","3545811.565","3613623.302","3556574.939","3820358.341","3564310.161","3703091.311","3601823.3","3846205.521","3664247.849","3755060.121","3720209.457","3828058.722","3767916.28","3812978.32","3809873.695",
"전체 평균","처분가능소득","근로자가구","원","2358619.965","2308131.611","2436667.777","2363149.83","2401670.739","2336190.247","2510675.04","2484762.073","2574547.115","2450572.089","2681509.401","2598323.466","2745265.961","2563945.301","2726618.489","2736382.491","2868249.757","2735853.531","2848240.595","2935510.432","3097418.133","2854188.46","3064903.15","3045088.349","3316160.998","3104020.082","3274600.824","3149946.314","3249910.489","3013540.925","3184742.797","3157782.253","3389137.21","3133548.792","3251278.458","3246561.388","3519720.23","3282523.618","3470751.917","3469585.286","3743874.206","3477573.911","3669901.038","3679492.381","3841715.915","3577884.317","3818678.983","3745397.111","3986130.395","3651717.604","3883255.926","3814749.057","4075486.853","3754146.929","3921507.726","3820199.794","4163926.123","3829981.66","3975239.464","3885330.585","4317554.499","3813115.18","4074376.838","3896267.596","4456540.64","4043292.39","4234870.216","4127781.9","4362961.283","4163540.199","4333841.655","4237622.254",
"전체 평균","처분가능소득","근로자외가구","원","1905466.099","1882838.533","1927556.362","1865306.482","1977664.829","1950279.773","1993583.602","2037630.784","2056572.838","2086796.679","2098756.418","2099141.163","2118241.93","2162802.197","2108258.468","2160881.35","2205509.096","2151837.769","2128341.716","2224568.39","2222284.054","2206653.214","2248926.152","2300196.802","2320880.849","2340868.012","2387881.117","2360572.225","2293433.955","2302562.862","2357128.139","2528361.089","2611263.726","2569589.499","2576877.929","2585655.095","2635634.842","2687915.711","2727803.344","2819270.044","2782398.905","2895786.868","2882630.422","2911828.365","2758229.7","2861844.809","2883666.899","2901664.775","2943551.169","2980056.967","3025927.642","2987733.752","3019619.577","3057995.452","2997107.646","3058747.399","3003513.842","3047055.094","2993786.518","3001245.853","2999061.605","3125561.862","3062354.75","3102552.07","2959213.293","3094333.81","3038149.787","3111573.236","3056361.119","3164164.413","3020863.941","3148039.073",
"전체 평균","흑자액","전체가구","원","436547.268","479725.466","517975.16","539036.107","454099.812","472086.02","513811.459","543520.272","441606.247","535046.01","572549.666","564933.984","483160.714","564486.674","519501.136","594712.801","516589.091","584027.954","579088.606","625271.761","583231.522","610788.088","634210.698","681075.974","621568.635","685688.069","718335.032","719851.077","691288.492","633708.308","630739.287","666258.623","708564.533","671700.593","649108.26","660430.429","711365.126","739148.333","728075.228","831182.628","778105.66","844306.881","877722.242","956043.932","855254.405","889836.97","948247.534","932295.761","921743.155","906033.468","982061.897","1007121.514","1015827.689","995417.885","1008630.077","995559.432","1046917.252","1018038.198","1011321.472","1063353.384","","","","","","","","","","","","",
"전체 평균","흑자액","근로자가구","원","603004.416","624363.386","716915.93","700070.359","583178.079","574456.46","688983.28","703145.508","594480.031","643252.876","764349.58","718105.007","666762.706","686783.689","701342.704","770255.973","705745.182","767634.802","798176.825","832737.229","837688.481","793077.531","853013.075","883449.894","872847.666","850766.138","936272.163","912925.972","924242.277","786507.238","831701.748","784734.467","858137.021","789924.073","799974.046","804474.718","908405.983","838743.948","894212.775","947338.112","973306.948","906880.871","1034860.528","1112181.5","1091382.686","987082.822","1144203.885","1095315.367","1147339.02","975551.281","1125384.391","1149577.441","1200455.849","1113284.798","1189513.401","1144596.895","1281091.86","1150557.881","1203918.047","1230051.181","","","","","","","","","","","","",
"전체 평균","흑자액","근로자외가구","원","217869.537","287522.025","256564.72","329024.699","270879.106","319244.174","261863.848","305367.681","217457.649","371945.106","296752.092","339539.547","224773.144","382438.163","255252.664","338929.729","243625.344","305794.04","256667.12","322691.362","228458.079","343638.312","306491.361","382106.316","256028.325","437402.785","389348.063","422610.707","344506.828","406576.404","330409.588","482072.909","492247.537","486421.368","410057.89","441568.077","417324.501","583343.046","464584.708","642920.218","467803.582","740488.476","613060.448","694845.942","475659.252","724530.011","604324.717","646723.149","550339.597","782928.869","727180.705","750516.307","697860.442","783876.953","687860.007","726605.65","659526.172","785448.455","681196.731","781769.976","","","","","","","","","","","","",
"전체 평균","흑자율","전체가구","%","20.185","22.57","23.367","25.105","20.396","21.641","22.353","23.577","18.676","23.208","23.441","23.575","19.445","23.493","20.994","23.768","19.892","23.327","22.647","23.628","21.349","23.568","23.161","24.817","21.355","24.495","24.59","25.355","24.124","23.233","22.108","22.884","23.072","23.052","21.707","22.131","22.476","24.229","22.871","25.802","23.071","25.909","25.994","28.183","24.962","26.862","27.254","27.111","25.66","26.575","27.473","28.615","27.547","28.4","28.11","28.054","28.092","28.711","27.986","29.898","","","","","","","","","","","","",
"전체 평균","흑자율","근로자가구","%","25.566","27.051","29.422","29.624","24.282","24.589","27.442","28.298","23.091","26.249","28.504","27.637","24.288","26.786","25.722","28.149","24.605","28.058","28.024","28.368","27.045","27.786","27.832","29.012","26.321","27.409","28.592","28.982","28.439","26.099","26.115","24.851","25.32","25.209","24.605","24.779","25.809","25.552","25.764","27.304","25.997","26.078","28.199","30.226","28.409","27.588","29.963","29.244","28.783","26.715","28.98","30.135","29.456","29.655","30.333","29.962","30.766","30.041","30.285","31.659","","","","","","","","","","","","",
"전체 평균","흑자율","근로자외가구","%","11.434","15.271","13.31","17.639","13.697","16.369","13.135","14.986","10.574","17.824","14.139","16.175","10.611","17.683","12.107","15.685","11.046","14.211","12.059","14.506","10.28","15.573","13.628","16.612","11.032","18.685","16.305","17.903","15.021","17.658","14.017","19.067","18.851","18.93","15.913","17.078","15.834","21.702","17.031","22.804","16.813","25.571","21.267","23.863","17.245","25.317","20.957","22.288","18.696","26.272","24.032","25.12","23.111","25.634","22.951","23.755","21.958","25.777","22.754","26.048","","","","","","","","","","","","",
"전체 평균","평균소비성향","전체가구","%","79.815","77.43","76.633","74.895","79.604","78.359","77.647","76.423","81.324","76.792","76.559","76.425","80.555","76.507","79.006","76.232","80.108","76.673","77.353","76.372","78.651","76.432","76.839","75.183","78.645","75.505","75.41","74.645","75.876","76.767","77.892","77.116","76.928","76.948","78.293","77.869","77.524","75.771","77.129","74.198","76.929","74.091","74.006","71.817","75.038","73.138","72.746","72.889","74.34","73.425","72.527","71.385","72.453","71.6","71.89","71.946","71.908","71.289","72.014","70.102","","","","","","","","","","","","",
"전체 평균","평균소비성향","근로자가구","%","74.434","72.949","70.578","70.376","75.718","75.411","72.558","71.702","76.909","73.751","71.496","72.363","75.712","73.214","74.278","71.851","75.395","71.942","71.976","71.632","72.955","72.214","72.168","70.988","73.679","72.591","71.408","71.018","71.561","73.901","73.885","75.149","74.68","74.791","75.395","75.221","74.191","74.448","74.236","72.696","74.003","73.922","71.801","69.774","71.591","72.412","70.037","70.756","71.217","73.285","71.02","69.865","70.544","70.345","69.667","70.038","69.234","69.959","69.715","68.341","","","","","","","","","","","","",
"전체 평균","평균소비성향","근로자외가구","%","88.566","84.729","86.69","82.361","86.303","83.631","86.865","85.014","89.426","82.176","85.861","83.825","89.389","82.317","87.893","84.315","88.954","85.789","87.941","85.494","89.72","84.427","86.372","83.388","88.968","81.315","83.695","82.097","84.979","82.342","85.983","80.933","81.149","81.07","84.087","82.922","84.166","78.298","82.969","77.196","83.187","74.429","78.733","76.137","82.755","74.683","79.043","77.712","81.304","73.728","75.968","74.88","76.889","74.366","77.049","76.245","78.042","74.223","77.246","73.952","","","","","","","","","","","","",
"중졸이하","가구원수","전체가구","명","3.151","3.098","3.111","3.12","3.109","3.123","3.112","3.136","3.105","3.103","3.052","3.062","3.053","3.028","2.986","2.968","2.963","2.928","2.943","2.95","2.92","2.939","2.944","2.979","2.991","2.959","2.963","2.948","2.87","2.867","2.817","2.798","2.776","2.788","2.763","2.768","2.747","2.759","2.716","2.721","2.705","2.714","2.676","2.672","2.645","2.681","2.676","2.673","2.62","2.618","2.612","2.621","2.571","2.564","2.55","2.545","2.542","2.529","2.55","2.522","2.476","2.481","2.455","2.45","2.479","2.517","2.504","2.499","2.475","2.44","2.45","2.467",
"중졸이하","가구원수","근로자가구","명","3.311","3.247","3.209","3.271","3.227","3.227","3.172","3.193","3.207","3.156","3.132","3.126","3.143","3.133","3.066","3.065","3.082","3.045","3.095","3.07","3.055","3.053","3.014","3.087","3.17","3.065","3.105","3.084","2.993","2.969","2.865","2.857","2.866","2.843","2.817","2.849","2.809","2.774","2.732","2.777","2.817","2.798","2.744","2.735","2.761","2.734","2.717","2.739","2.77","2.697","2.69","2.707","2.654","2.595","2.584","2.58","2.576","2.57","2.594","2.586","2.534","2.497","2.473","2.456","2.555","2.551","2.55","2.584","2.582","2.542","2.544","2.587",
"중졸이하","가구원수","근로자외가구","명","3.014","2.973","3.025","2.985","2.98","3.011","3.049","3.077","3.01","3.05","2.976","2.995","2.967","2.922","2.912","2.874","2.853","2.809","2.802","2.84","2.804","2.838","2.881","2.885","2.854","2.869","2.844","2.832","2.773","2.782","2.775","2.744","2.711","2.736","2.714","2.702","2.7","2.746","2.703","2.675","2.627","2.643","2.615","2.617","2.555","2.634","2.636","2.612","2.496","2.544","2.539","2.541","2.504","2.534","2.518","2.511","2.516","2.49","2.512","2.465","2.433","2.467","2.438","2.445","2.432","2.494","2.472","2.441","2.413","2.375","2.395","2.393",
"중졸이하","가구주연령","전체가구","세","53.451","53.471","53.685","53.769","53.159","52.762","52.97","53.309","53.948","53.885","54.229","54.844","54.72","55.452","55.647","55.925","56.423","56.297","56.59","56.942","57.286","57.636","57.833","58.228","58.7","58.554","58.655","58.677","59.25","59.45","59.617","59.648","59.508","59.573","60.062","60.43","60.812","60.772","60.925","61.317","61.604","61.559","61.752","61.921","62.336","62.668","62.701","62.821","63.01","63.285","63.787","63.893","63.743","63.548","63.857","64.447","64.273","64.735","65.098","65.001","65.531","65.282","65.51","65.636","66.216","66.665","66.869","67.178","67.172","67.395","67.486","67.636",
"중졸이하","가구주연령","근로자가구","세","50.244","50.71","50.831","51.01","50.82","50.537","51.231","51.288","51.909","51.94","52.114","52.554","52.472","53.122","52.878","53.332","53.934","53.514","53.501","53.833","53.83","54.255","54.784","54.77","54.839","55.451","55.434","55.597","55.659","55.837","56.611","56.867","56.293","57.07","57.459","57.008","56.971","57.405","57.436","57.377","56.456","57.795","58.286","57.877","58.12","58.808","59.318","59.432","58.933","60.03","60.73","60.969","59.84","60.831","61.087","61.55","60.323","62.074","62.494","62.234","61.519","62.619","62.937","63.16","61.123","62.514","63.344","63.622","62.789","64.392","64.14","63.739",
"중졸이하","가구주연령","근로자외가구","세","56.173","55.797","56.198","56.218","55.697","55.162","54.769","55.376","55.864","55.852","56.27","57.254","56.844","57.823","58.207","58.454","58.718","59.118","59.46","59.77","60.226","60.625","60.555","61.285","61.65","61.172","61.343","61.307","62.078","62.458","62.254","62.213","61.852","61.908","62.413","63.186","63.663","63.633","63.75","64.528","65.18","64.764","64.842","65.418","65.607","66.063","65.936","65.908","66.342","66.328","66.636","66.622","66.831","66.24","66.528","67.192","67.35","67.185","67.34","67.448","68.51","67.753","67.808","67.881","69.327","69.575","69.375","69.622","69.714","69.306","69.461","70.001",
"중졸이하","가구분포","전체가구","%","25.748","26.149","26.577","25.862","23.579","23.845","24.357","23.8","24.141","24.517","24.207","25.103","24.879","24.671","25.227","24.512","23.739","24.039","23.313","23.345","23.472","22.609","22.694","22.456","21.079","20.335","20.12","20.166","20.505","20.251","20.243","20.155","19.771","19.744","20.342","19.888","19.697","19.953","19.779","19.632","19.033","18.462","18.192","17.849","18.246","17.797","17.279","16.98","17.118","16.633","16.286","16.565","16.763","17.222","17.204","17.129","17.798","18.339","17.837","17.842","18.437","18.37","18.059","17.462","17.609","17.31","16.716","16.814","16.861","16.473","16.323","16.088",
"중졸이하","가구분포","근로자가구","%","20.822","20.958","21.912","21.485","20.918","20.659","20.998","20.099","19.672","20.506","20.155","21.62","20.671","20.804","20.458","20.414","19.282","20.092","18.859","18.748","18.528","17.849","17.85","17.672","15.405","15.495","15.212","15.325","15.102","15.388","15.793","15.889","14.103","15.614","15.744","14.712","14.014","15.024","14.43","14.254","12.71","13.607","13.663","13.227","12.931","13.227","13.259","12.714","12.373","12.572","12.276","12.438","11.702","13.35","13.208","12.951","12.507","13.798","13.069","13.331","12.612","13.854","13.458","13.2","11.27","11.877","11.594","11.438","10.478","10.601","10.043","10.001",
"중졸이하","가구분포","근로자외가구","%","32.219","33.048","32.708","31.569","27.357","28.601","29.189","29.322","30.694","30.562","30.034","30.229","30.801","30.428","32.157","30.484","30.171","30.021","29.868","30.049","30.365","29.587","29.95","29.523","29.333","27.614","27.529","27.62","28.547","27.479","26.894","26.786","27.967","26.217","27.628","27.753","28.178","27.663","28.262","28.35","29.086","26.516","25.819","25.581","26.791","25.564","24.335","24.451","24.93","23.823","23.419","23.999","25.479","24.171","24.29","24.669","26.55","26.31","26.008","25.462","28.06","26.333","25.999","24.69","26.822","25.479","24.368","24.843","26.069","25.434","25.872","25.505",
"중졸이하","소득","전체가구","원","1987123.989","2067982.311","2044221.05","2016330.383","1886683.469","1964356.973","2015528.409","2103896.466","2069511.484","2068822.017","2107844.653","2127808.985","2126814.634","2114085.487","2145778.286","2142848.988","2171831.441","2147118.049","2112371.86","2246741.33","2203582.59","2198247.715","2249812.853","2259935.553","2360920.797","2367348.405","2481795.809","2413717.329","2281232.704","2291361.827","2354124.012","2560320.937","2430541.359","2515427.744","2543516.766","2612695.051","2543087.381","2596762.618","2629541.95","2661483.631","2605771.687","2719273.468","2615091.231","2557130.434","2448892.187","2547854.795","2688395.433","2685188.169","2723697.976","2833035.89","2896681.303","2855812.291","3012359.105","2933219.686","2878889.833","2851665.233","2845351.604","2763114.665","2777751.702","2741946.183","2657222.894","2764887.871","2671361.437","2733800.697","2622236.281","2762607.889","2642907.977","2562271.637","2607428.887","2640078.503","2724349.314","2719233.946",
"중졸이하","소득","근로자가구","원","2215015.72","2299645.28","2302677.731","2275620.491","2029244.206","2142253.693","2191752.299","2195195.409","2269092.288","2187078.157","2342052.517","2246785.471","2317981.652","2234442.432","2379391.356","2428727.206","2432201.698","2351295.73","2399146.986","2567812.864","2588706.425","2473943.032","2535160.721","2548926.117","2877706.871","2840779.518","2919216.819","2862948.193","2721667.072","2635473.605","2643728.346","2793138.112","2782544.126","2643690.425","2692909.491","2871586.503","2753841.497","2766359.998","2795856.7","2893803.152","3057249.861","3027182.955","2926644.055","2923980.029","2900029.372","3000893.37","3066860.326","3111837.814","3150874.275","3170187.429","3249150.755","3208539.2","3535492.891","3273985.886","3268698.407","3209726.316","3242553.883","3038415.986","3057559.302","3071194.271","3163432.145","3044561.97","3014301.863","3035878.784","3277108.037","3327365.059","3219939.663","3143357.166","3321704.853","3360852.718","3541765.981","3494308.756",
"중졸이하","소득","근로자외가구","원","1793639.88","1872756.62","1816702.792","1786190.695","1731950.636","1772503.777","1833200.777","2010528.687","1881956.139","1949221.602","1881843.761","2002594.827","1946258.324","1991590.503","1929801.806","1863895.939","1931705.842","1940048.628","1845902.316","1954582.346","1875943.49","1954507.004","1995086.412","2004384.698","1966113.534","1967781.182","2116917.584","2029976.242","1934389.629","2004913.401","2099963.754","2345620.825","2173819.246","2395715.673","2408620.124","2404162.296","2386665.118","2452670.339","2494865.035","2472168.702","2292165.527","2457110.563","2337418.31","2239801.971","2098857.839","2149396.386","2326491.465","2296545.327","2374652.374","2517968.997","2568118.743","2526513.556","2598577.568","2595433.817","2502998.37","2512431.966","2535814.503","2509710.542","2536741.031","2450753.364","2281392.319","2505416.685","2365002.881","2459953.632","2222353.981","2366767.893","2232677.254","2162768.634","2193243.823","2181594.386","2241810.489","2248973.74",
"중졸이하","　경상소득","전체가구","원","1881837.099","1959676.13","1958834.603","1902852.064","1803292.874","1877564.174","1920358.772","1998953.783","1956128.333","1997622.968","2017475.549","2054762.361","1994285.762","2010574.536","2069743.534","2026316.255","2029074.465","2020869.75","2037173.433","2112292.287","2075778.517","2082293.727","2155091.271","2146054.02","2225558.832","2250467.508","2369484.69","2270530.683","2125412.038","2186064.204","2264629.818","2325131.489","2281178.623","2348500.556","2426102.465","2424828.047","2394595.595","2499793.421","2525612.641","2547540.049","2463204.387","2561915.369","2517427.913","2448127.002","2321376.887","2438415.46","2518201.688","2569553.274","2563034.948","2694512.793","2761464.719","2766144.055","2782463.224","2822026.72","2711453.485","2674111.753","2665858.436","2657030.512","2670750.77","2658609.156","2476893.606","2610332.561","2610490.126","2632117.822","2583296.497","2697218.936","2610265.453","2543459.685","2578675.353","2614722.169","2699519.389","2687280.664",
"중졸이하","　경상소득","근로자가구","원","2110355.996","2169819.863","2231759.265","2151834.24","1970538.932","2061582.263","2104847.201","2097873.762","2142100.563","2129137.637","2253317.277","2172803.21","2163680.552","2167272.509","2303792.089","2276049.603","2293094.831","2244071.383","2329704.257","2402927.319","2454764.511","2379149.23","2427933.402","2445321.74","2694005.696","2702908.284","2818288.377","2679024.721","2587675.851","2543326.7","2561821.763","2506813.351","2623165.724","2463780.297","2594258.024","2678584.792","2619840.318","2650444.732","2717005.921","2794191.102","2926823.168","2862063.943","2857083.224","2771752.614","2799499.35","2900277.495","2940307.605","2959083.445","3030804.997","3022248.916","3079314.635","3151656.325","3314514.757","3168789.415","3033155.695","2959499.603","3065102.091","2947655.932","2960533.72","2995144.776","2950391.781","2920572.767","2953586.616","2963861.407","3200191.387","3214852.804","3161881.243","3119636.368","3276386.409","3322965.567","3480098.944","3462380.928",
