"가구주교육정도별","가계수지항목별","항목","단위","2002. 1/4","2002. 2/4","2002. 3/4","2002. 4/4","2003. 1/4","2003. 2/4","2003. 3/4","2003. 4/4","2004. 1/4","2004. 2/4","2004. 3/4","2004. 4/4","2005. 1/4","2005. 2/4","2005. 3/4","2005. 4/4","2006. 1/4","2006. 2/4","2006. 3/4","2006. 4/4","2007. 1/4","2007. 2/4","2007. 3/4","2007. 4/4","2008. 1/4","2008. 2/4","2008. 3/4","2008. 4/4","2009. 1/4","2009. 2/4","2009. 3/4","2009. 4/4","2010. 1/4","2010. 2/4","2010. 3/4","2010. 4/4","2011. 1/4","2011. 2/4","2011. 3/4","2011. 4/4","2012. 1/4","2012. 2/4","2012. 3/4","2012. 4/4","2013. 1/4","2013. 2/4","2013. 3/4","2013. 4/4","2014. 1/4","2014. 2/4","2014. 3/4","2014. 4/4","2015. 1/4","2015. 2/4","2015. 3/4","2015. 4/4","2016. 1/4","2016. 2/4","2016. 3/4","2016. 4/4","2017. 1/4","2017. 2/4","2017. 3/4","2017. 4/4","2018. 1/4","2018. 2/4","2018. 3/4","2018. 4/4","2019. 1/4","2019. 2/4","2019. 3/4","2019. 4/4",
"고졸","처분가능소득","근로자가구","원","2129073.471","2118455.781","2168889.227","2155073.242","2189449.98","2098828.779","2312458.298","2301232.518","2337051.63","2274679.429","2522972.1","2427059.379","2534387.311","2357626.018","2530085.738","2537531.427","2654062.055","2580887.957","2606433.508","2696467.255","2744583.007","2636623.118","2836326.936","2855028.43","2886265.155","2764706.1","2957774.385","2764770.329","2751539.293","2704847.382","2866793.323","2838240.793","2999718.817","2795064.486","2963462.435","2903262.324","3007911.816","2970637.023","3170966.579","3187982.782","3308092.241","3281164.814","3449948.565","3453735.045","3416408.731","3282162.42","3522312.601","3445327.603","3524947.883","3316149.303","3473892.979","3538111.462","3700245.326","3430105.227","3680487.212","3591985.058","3804894.338","3584498.257","3594871.754","3564068.915","3832104.24","3506856.713","3864147.527","3613878.307","3967393.01","3543904.825","3715759.494","3574664.777","3641458.195","3554825.052","3733425.652","3636039.928",
"고졸","처분가능소득","근로자외가구","원","1941191.276","1909832.074","1979177.623","1938375.963","1989345.217","2061535.935","2080039.466","2046711.668","2143057.049","2146737.54","2141602.995","2080994.094","2134077.802","2194473.659","2180145.807","2279328.895","2244971.324","2193086.076","2195451.028","2344515.803","2350686.343","2342731.336","2393951.681","2402669.355","2461647.59","2430126.141","2425654.752","2374263.195","2340135.134","2281347.21","2393838.616","2529945.275","2584150.464","2649551.755","2657766.537","2702673.935","2662387.741","2689945.116","2818496.618","2908224.775","2925235.23","2963588.637","2867749.327","2923309.734","2881160.548","2933625.381","2880857.921","2929520.08","2949524.947","2949069.486","2991027.552","3169193.242","3131825.732","3232665.219","3187196.409","3273234.753","3221323.211","3279406.327","3253437.189","3192364.866","3269588.464","3217428.232","3250608.38","3256041.025","3146828.854","3227097.733","3167131.192","3128541.182","3039325.609","3136967.762","3068657.517","3224201.183",
"고졸","흑자액","전체가구","원","394815.405","428010.525","412397.505","517944.043","387966.67","429503.407","459816.184","509776.986","400024.034","467566.229","572431.169","507851.297","399712.17","498255.63","474836.108","564700.637","438588.086","543844.281","497145.498","553733.665","436176.182","595045.703","549430.095","669160.004","484423.556","629019.866","636582.805","609706.352","490251.97","526276.456","565962.574","566573.258","529658.021","584007.555","536872.964","565974.922","460792.275","619422.66","629761.023","761770.353","615149.17","805619.613","796247.592","921560.732","716008.077","847867.322","813290.667","846557.338","734374.698","771257.814","841689.852","915011.059","839382.792","915839.526","988772.432","1026160.428","976242.664","1028429.228","874159.516","1026022.699","","","","","","","","","","","","",
"고졸","흑자액","근로자가구","원","527576.881","513177.807","561930.653","653563.535","476341.694","470193.033","584938.261","633794.81","493386.686","517407.091","735615.12","626629.192","551363.981","583457.859","612311.444","700472.487","601887.017","713135.087","689229.823","723345.243","611445.208","734021.53","720669.247","808744.532","615369.538","759510.913","836974.081","755983.002","624216.475","669534.738","720826.615","668728.823","670101.099","688115.632","681395.306","661100.993","548659.961","711966.891","766817.486","846769.901","703021.936","838104.21","940498.691","1069992.117","846381.022","903427.843","975185.61","963772.912","891436.273","820201.166","941305.261","984095.354","899993.099","972183.263","1110517.419","1106594.247","1140788.814","1109074.161","971519.962","1158768.57","","","","","","","","","","","","",
"고졸","흑자액","근로자외가구","원","233089.775","324252.637","240839.869","360716.714","276158.991","374155.103","294581.462","335944.072","273674.878","395497.391","347444.114","345805.461","198863.278","380643.757","286069.18","388436.985","226893.786","314051.505","235778.797","325207.965","215374.351","412861.563","319712.808","483367.351","318292.916","455257.546","367961.231","410380.706","311481.846","339008.059","364699.594","430411.826","355715.676","448999.195","349143.831","446109.391","354531.361","500174.125","447249.934","641388.018","491027.176","758638.502","584720.717","707398.684","532461.723","767042.879","582807.253","675740.574","511922.476","699243.349","694572.617","811410.647","750571.182","827986.685","797619.445","895224.183","728100.875","903213.87","728288.245","829497.149","","","","","","","","","","","","",
"고졸","흑자율","전체가구","%","19.312","21.142","19.822","25.208","18.465","20.619","20.785","23.222","17.742","21.039","24.228","22.267","16.921","21.767","19.929","23.285","17.714","22.507","20.439","21.745","16.97","23.712","20.754","25.147","17.948","23.997","23.314","23.455","19.037","20.873","21.268","20.937","18.822","21.379","18.967","20.109","16.16","21.749","20.854","24.796","19.532","25.564","24.775","28.473","22.416","27.001","24.966","26.165","22.343","24.348","25.67","26.987","24.192","27.314","28.343","29.566","27.329","29.681","25.278","30.051","","","","","","","","","","","","",
"고졸","흑자율","근로자가구","%","24.78","24.224","25.909","30.327","21.756","22.403","25.295","27.542","21.112","22.746","29.157","25.818","21.755","24.748","24.201","27.604","22.678","27.631","26.443","26.826","22.278","27.839","25.409","28.327","21.321","27.472","28.297","27.343","22.686","24.753","25.144","23.561","22.339","24.619","22.993","22.771","18.241","23.967","24.182","26.561","21.252","25.543","27.261","30.981","24.774","27.525","27.686","27.973","25.289","24.734","27.097","27.814","24.323","28.343","30.173","30.807","29.982","30.941","27.025","32.513","","","","","","","","","","","","",
"고졸","흑자율","근로자외가구","%","12.008","16.978","12.169","18.609","13.882","18.149","14.162","16.414","12.77","18.423","16.224","16.617","9.318","17.346","13.122","17.042","10.107","14.32","10.739","13.871","9.162","17.623","13.355","20.118","12.93","18.734","15.17","17.285","13.31","14.86","15.235","17.013","13.765","16.946","13.137","16.506","13.316","18.594","15.868","22.054","16.786","25.599","20.39","24.199","18.481","26.147","20.23","23.067","17.356","23.711","23.222","25.603","23.966","25.613","25.026","27.35","22.603","27.542","22.385","25.984","","","","","","","","","","","","",
"고졸","평균소비성향","전체가구","%","80.688","78.858","80.178","74.792","81.535","79.381","79.215","76.778","82.258","78.961","75.772","77.733","83.079","78.233","80.071","76.715","82.286","77.493","79.561","78.255","83.03","76.288","79.246","74.853","82.052","76.003","76.686","76.545","80.963","79.127","78.732","79.063","81.178","78.621","81.033","79.891","83.84","78.251","79.146","75.204","80.468","74.436","75.225","71.527","77.584","72.999","75.034","73.835","77.657","75.652","74.33","73.013","75.808","72.686","71.657","70.434","72.671","70.319","74.722","69.949","","","","","","","","","","","","",
"고졸","평균소비성향","근로자가구","%","75.22","75.776","74.091","69.673","78.244","77.597","74.705","72.458","78.888","77.254","70.843","74.182","78.245","75.252","75.799","72.396","77.322","72.369","73.557","73.174","77.722","72.161","74.591","71.673","78.679","72.528","71.703","72.657","77.314","75.247","74.856","76.439","77.661","75.381","77.007","77.229","81.759","76.033","75.818","73.439","78.748","74.457","72.739","69.019","75.226","72.475","72.314","72.027","74.711","75.266","72.903","72.186","75.677","71.657","69.827","69.193","70.018","69.059","72.975","67.487","","","","","","","","","","","","",
"고졸","평균소비성향","근로자외가구","%","87.992","83.022","87.831","81.391","86.118","81.851","85.838","83.586","87.23","81.577","83.776","83.383","90.682","82.654","86.878","82.958","89.893","85.68","89.261","86.129","90.838","82.377","86.645","79.882","87.07","81.266","84.83","82.715","86.69","85.14","84.765","82.987","86.235","83.054","86.863","83.494","86.684","81.406","84.132","77.946","83.214","74.401","79.61","75.801","81.519","73.853","79.77","76.933","82.644","76.289","76.778","74.397","76.034","74.387","74.974","72.65","77.397","72.458","77.615","74.016","","","","","","","","","","","","",
"전문대졸이상","가구원수","전체가구","명","3.512","3.501","3.524","3.504","3.576","3.582","3.573","3.581","3.557","3.54","3.552","3.552","3.552","3.542","3.536","3.5","3.522","3.459","3.431","3.446","3.417","3.414","3.437","3.42","3.462","3.477","3.476","3.512","3.458","3.472","3.503","3.527","3.5","3.516","3.493","3.496","3.47","3.499","3.474","3.482","3.457","3.466","3.476","3.511","3.443","3.463","3.471","3.469","3.399","3.409","3.382","3.394","3.334","3.344","3.321","3.325","3.287","3.303","3.292","3.3","3.284","3.294","3.281","3.311","3.288","3.29","3.301","3.325","3.292","3.308","3.297","3.305",
"전문대졸이상","가구원수","근로자가구","명","3.5","3.482","3.498","3.502","3.582","3.57","3.575","3.587","3.557","3.538","3.552","3.56","3.558","3.55","3.534","3.51","3.523","3.458","3.442","3.477","3.462","3.449","3.479","3.457","3.506","3.52","3.53","3.561","3.521","3.538","3.578","3.59","3.567","3.582","3.555","3.563","3.511","3.534","3.495","3.517","3.493","3.51","3.521","3.559","3.513","3.523","3.529","3.528","3.449","3.45","3.43","3.453","3.404","3.407","3.388","3.394","3.369","3.391","3.376","3.387","3.354","3.335","3.309","3.349","3.37","3.379","3.371","3.39","3.351","3.365","3.356","3.367",
"전문대졸이상","가구원수","근로자외가구","명","3.539","3.548","3.589","3.51","3.565","3.606","3.567","3.57","3.558","3.547","3.553","3.537","3.54","3.524","3.541","3.477","3.519","3.463","3.406","3.373","3.313","3.329","3.33","3.33","3.348","3.37","3.341","3.389","3.303","3.317","3.326","3.368","3.33","3.345","3.317","3.312","3.352","3.403","3.413","3.385","3.354","3.346","3.355","3.384","3.258","3.297","3.305","3.302","3.269","3.294","3.252","3.231","3.141","3.18","3.15","3.146","3.081","3.071","3.076","3.082","3.106","3.189","3.21","3.217","3.101","3.086","3.146","3.178","3.166","3.18","3.155","3.153",
"전문대졸이상","가구주연령","전체가구","세","40.478","40.551","40.481","41.06","40.506","40.543","40.619","40.7","41.022","41.112","41.173","41.517","41.461","41.147","41.21","41.432","41.547","41.705","41.976","42.125","42.327","42.369","42.323","42.61","42.719","42.595","42.614","42.622","42.887","42.993","43.046","43.033","43.127","43.088","43.148","43.092","42.997","43.325","42.956","43.181","43.341","43.66","43.673","43.719","43.875","44.107","44.039","44.162","44.355","44.307","44.632","44.775","45.055","45.305","45.139","45.276","45.453","45.61","45.582","45.632","45.581","45.938","46.142","46.41","46.92","47.285","47.519","47.648","47.958","47.95","48.045","48.204",
"전문대졸이상","가구주연령","근로자가구","세","38.376","38.428","38.386","38.895","38.093","38.351","38.605","38.783","39.05","39.04","39.285","39.256","39.442","39.276","39.023","39.58","39.735","39.795","39.925","40.18","40.103","40.105","40.047","40.372","40.436","40.375","40.165","40.13","40.301","40.467","40.638","40.913","40.993","41.011","41.101","41.095","40.918","41.621","41.382","41.595","41.778","42.087","41.957","41.92","42.015","42.338","42.152","42.173","42.306","42.353","42.387","42.583","42.477","42.938","42.916","43.061","43.243","43.462","43.559","43.628","43.553","44.17","44.492","44.704","44.748","44.954","45.229","45.197","45.475","45.602","45.807","46.014",
"전문대졸이상","가구주연령","근로자외가구","세","45.265","45.703","45.718","46.137","45.342","45.287","44.832","44.872","45.608","45.691","45.147","46.444","45.823","45.402","46.254","45.852","45.829","46.346","46.743","46.684","47.512","47.945","48.093","48.012","48.542","48.035","48.678","48.93","49.254","49.007","48.745","48.351","48.567","48.52","48.947","48.578","48.858","48.083","47.401","47.528","47.696","47.906","48.266","48.559","48.775","48.943","49.43","49.74","49.635","49.673","50.756","50.881","52.181","51.527","50.827","51.026","50.936","51.22","50.822","50.625","50.742","50.428","50.346","50.603","51.875","52.612","52.645","53.173","53.27","53.285","53.45","53.549",
"전문대졸이상","가구분포","전체가구","%","28.69","28.558","28.425","28.228","34.17","33.67","33.049","33.163","33.273","32.518","32.139","31.816","31.365","32.153","32.415","32.586","33.519","33.188","33.444","33.101","33.584","34.256","34.457","35.389","37.696","37.824","37.616","37.768","38.279","39.216","39.004","38.758","38.768","39.063","38.181","38.561","39.473","39.047","39.823","40.407","41.082","41.133","41.497","41.812","41.955","42.408","43.497","43.911","44.174","45.346","46.01","45.977","45.65","45.248","45.478","45.615","45.771","45.666","46.205","46.34","46.676","47.076","46.896","47.131","46.058","46.916","47.318","47.24","47.609","48.337","47.932","47.959",
"전문대졸이상","가구분포","근로자가구","%","35.109","35.448","35.749","34.966","38.859","38.457","37.91","37.948","39.135","37.243","36.947","36.627","36.682","37.338","38.168","38.72","39.869","39.027","39.279","39.111","40.36","40.986","41.211","41.964","45.693","44.721","44.546","44.654","45.51","46.197","45.764","45.536","47.096","46.288","46.031","46.875","48.66","47.135","47.95","47.872","49.248","48.107","48.141","48.704","49.324","49.316","50.574","50.851","51.157","52.008","52.602","52.614","52.986","51.044","51.138","51.182","52.346","51.834","52.785","52.635","53.797","52.932","53.194","53.259","54.055","54.343","54.598","54.634","54.936","55.562","56.182","56.005",
"전문대졸이상","가구분포","근로자외가구","%","20.256","19.401","18.801","19.442","27.515","26.524","26.056","26.023","24.677","25.396","25.226","24.736","23.883","24.434","24.056","23.649","24.357","24.339","24.856","24.335","24.136","24.392","24.342","25.677","26.061","27.45","27.154","27.166","27.514","28.838","28.9","28.221","26.725","27.741","25.744","25.929","25.764","26.395","26.933","28.307","28.101","29.563","30.309","30.282","30.109","30.666","31.077","31.752","32.678","33.548","34.287","34.023","33.017","34.845","35.441","35.57","34.895","34.841","34.927","35.706","34.913","36.749","36.029","36.739","34.436","35.75","36.44","36.2","37.04","37.312","35.385","35.51",
"전문대졸이상","소득","전체가구","원","3393160.15","3236463.512","3468329.779","3332579.034","3405250.167","3289792.536","3467853.572","3482925.99","3612789.307","3497079.949","3745555.728","3715259.768","3906899.061","3718493.703","3839504.788","3805382.913","4027774.803","3863433.48","4025132.714","4111694.786","4356806.591","3969158.227","4261237.797","4213142.845","4539946.992","4247225.261","4485477.804","4406710.786","4640332.247","4175019.37","4410775.077","4417759.856","4852161.806","4419852.407","4619235.476","4466826.301","5068792.372","4684655.719","4874495.24","4785310.934","5242009.983","4759952.643","5149855.447","5054171.613","5347774.938","4996130.802","5261895.732","5073565.402","5498802.087","4997964.646","5315666.745","4991716.847","5398939.584","5048487.603","5210946.353","5032692.393","5490059.171","5130572.939","5327827.843","5140045.746","5709096.78","5184114.381","5453704.262","5283348.559","6017540.159","5616388.688","5990747.872","5835217.298","6224616.759","5957762.996","6203732.303","6017996.259",
"전문대졸이상","소득","근로자가구","원","3579198.616","3390599.765","3669021.983","3565301.47","3639479.915","3549331.894","3777428.448","3730314.152","3877119.278","3715314.647","4020213.973","3955793.819","4211059.8","3930271.897","4107360.735","4049016.972","4284084.835","4093283.562","4331178.78","4448299.326","4773914.551","4258419.776","4611742.723","4525425.06","4950607.35","4565173.452","4828447.733","4702294.555","5033761.362","4450710.889","4761689.798","4716990.551","5115403.823","4722901.345","4891962.021","4758901.478","5426390.597","4912855.044","5178035.647","5033603.147","5607802.863","4958509.095","5385880.129","5242313.209","5756001.261","5206178.226","5521412.118","5316964.325","5903501.187","5248673.66","5620394.207","5339043.735","5800270.703","5383272.359","5597797.713","5365473.371","6015560.23","5491375.158","5792331.016","5550627.991","6252696.535","5453112.815","5823686.097","5619485.849","6663499.515","6041087.898","6501782.141","6240723.914","6784175.83","6324474.275","6663034.881","6413054.977",
"전문대졸이상","소득","근로자외가구","원","2969539.548","2862228.574","2966885.36","2786742.759","2935690.733","2727969.193","2820022.477","2944699.854","2998140.409","3014673.35","3167097.554","3191150.75","3249441.946","3236751.395","3221917.96","3224165.334","3422351.126","3304929.311","3313382.564","3322671.268","3384330.083","3256852.061","3372436.135","3459170.613","3492524.108","3468143.563","3636144.088","3658709.137","3671603.13","3518533.21","3580332.205","3667156.7","4181261.063","3627375.763","3846551.866","3664544.365","4060904.997","4047170.029","4017427.389","4104730.968","4222942.794","4223883.7","4518444.153","4547956.161","4272707.551","4421919.032","4520671.177","4390720.488","4455787.004","4309706.274","4484283.949","4024212.147","4289756.163","4168299.292","4221074.482","4168575.463","4185968.927","4188455.85","4124567.272","4117671.618","4325458.218","4500859.238","4511017.623","4457082.08","4543940.652","4645708.56","4846685.835","4921301.214","5027305.123","5124410.471","5094704.909","5053956.973",
"전문대졸이상","　경상소득","전체가구","원","3208474.196","3108074.89","3292469.415","3177149.204","3274073.325","3158886.065","3371545.564","3388242.622","3437908.571","3414661.029","3640605.726","3592413.634","3751412.008","3620973.463","3731811.895","3687178.272","3817619.023","3750032.081","3913942.157","3977450.12","4149762.858","3870807.209","4131206.228","4059727.896","4337804.032","4131081.221","4363662.992","4267599.176","4362871.69","4043115.916","4320911.145","4299963.542","4576329.017","4275416.385","4538079.647","4379599.585","4828136.986","4504998.987","4762746.633","4678194.838","5054238.623","4660564.668","4972816.985","4925710.022","5137012.988","4869024.289","5118119.12","4946947.064","5289976.774","4880531.886","5127672.795","4861436.661","5194888.536","4863263.606","5049202.88","4897331.478","5282280.462","5015276.843","5237972.16","5030878.382","5477845.155","5091768.444","5370065.883","5200278.604","5975288.424","5591519.259","5952060.173","5783629.762","6200606.674","5937248.97","6183320.679","6004537.589",
"전문대졸이상","　경상소득","근로자가구","원","3389773.295","3268363.769","3470974.851","3412347.476","3486736.086","3389468.815","3673694.476","3627394.465","3685220.31","3620584.768","3918872.217","3846691.754","4028700.107","3841307.473","3994410.682","3920078.615","4068595.349","3968963.944","4218004.559","4304813.917","4541093.913","4153862.875","4484128.311","4374132.379","4723526.581","4432097.328","4715862.065","4542092.764","4701121.436","4319638.744","4665968.619","4603631.091","4953620.474","4561661.835","4815897.17","4654878.325","5170849.485","4781199.774","5081961.958","4922389.804","5422584.386","4861059.662","5251120.025","5111308.56","5523391.798","5068857.206","5375571.47","5169549.278","5709495.747","5134510.624","5490467.567","5193572.252","5608982.47","5155135.011","5414323.682","5229711.358","5798652.127","5367520.921","5702303.216","5438957.684","5998877.568","5387330.55","5758089.798","5534858.481","6618594.07","6024765.474","6468048.842","6223040.136","6777448.624","6310074.83","6655756.338","6402314.628",
"전문대졸이상","　경상소득","근로자외가구","원","2795645.414","2718901.691","2846460.287","2625506.008","2847749.142","2659744.927","2739254.397","2867935.705","2862832.322","2959467.739","3054548.222","3038357.128","3152041.314","3119768.818","3126346.334","3131567.229","3224793.963","3218057.685","3206805.277","3210087.518","3237384.54","3173783.025","3236275.203","3300631.673","3353987.071","3393488.912","3491474.145","3572968.151","3530009.136","3384650.216","3504329.499","3538230.788","3614760.946","3526881.065","3750972.376","3623454.668","3862204.896","3733418.924","3861419.54","4008845.61","4028059.324","4119261.987","4228302.974","4426336.946","4119481.208","4322736.165","4382789.815","4322446.395","4208767.015","4183297.31","4137865.939","3936248.441","4050431.741","4095899.518","4114934.971","4034256.058","4000845.842","4095506.543","4035157.444","4014736.728","4151647.836","4341041.662","4381409.344","4377840.438","4507742.711","4601304.342","4796906.626","4793302.62","4966314.149","5090001.044","5042582.281","5033864.94",
"전문대졸이상","　　근로소득","전체가구","원","2236964.714","2216816.199","2376317.677","2294390.914","2308362.052","2271963.954","2450284.664","2436805","2515582.563","2453817.115","2626738.63","2559280.658","2672026.009","2579688.319","2710940.518","2658830.119","2744397.604","2714616.992","2888039.562","2891899.767","3030262.329","2862235.656","3129875.818","3020826.014","3301086.709","3096676.876","3314501.801","3227623.478","3267126.153","3009831.219","3229597.361","3205116.875","3391000.504","3188411.766","3485742.832","3344990.453","3686385.171","3406442.107","3621860.123","3480058.291","3763764.888","3451127.922","3759251.231","3671771.68","3847739.408","3586218.882","3848449.716","3678418.293","3944879.546","3617078.371","3888862.506","3697077.562","3952333.862","3583648.162","3771279.507","3659728.469","3944886.66","3715852.75","3938770.094","3715374.286","4006450.398","3646263.742","3935949.973","3713663.705","4362853.898","4053622.587","4379794.433","4236095.067","4411873.633","4277832.487","4611529.185","4478019.403",
"전문대졸이상","　　근로소득","근로자가구","원","3027675.588","2964644.311","3154548.703","3130732.369","3210126.651","3137956.584","3411293.444","3346572.323","3382186.174","3325441.466","3603478.476","3499066.211","3651774.636","3478840.347","3644011.291","3546053.638","3665061.811","3601123.143","3888829.753","3922974.54","4105701.794","3803904.74","4137970.794","4036314.959","4340090.213","4088680.886","4382832.315","4226011.844","4286434.397","4020698.413","4337535.076","4252047.27","4454987.042","4164089.348","4453553.367","4292009.665","4726098.049","4382792.592","4678311.351","4500996.61","4846679.013","4432839.305","4864771.091","4728076.856","5026062.051","4627490.647","4945728.262","4736709.354","5184426.633","4678911.412","5040336.763","4756526.039","5064692.245","4667153.112","4942895.749","4804996.554","5251120.74","4888567.957","5217184.905","4937177.322","5305141.212","4792601.104","5188745.846","4914770.771","5885163.634","5468830.449","5908645.22","5669882.576","5965201.464","5662752.575","6009220.299","5811035.573",
"전문대졸이상","　　근로소득","근로자외가구","원","436469.242","401127.799","431849.497","332803.061","500598.187","397354.738","439232.033","457484.136","500461.26","527096.289","569625.266","511545.288","554255.3","534342.827","559589.305","542254.512","569719.128","560528.657","560571.091","474991.646","522902.802","543376.842","573573.693","569035.837","651023.151","665928.122","668878.821","701110.784","757312.988","602719.375","607652.697","578951.606","679315.773","637003.068","743760.616","743686.174","755963.796","678960.488","638895.214","681621.095","746860.204","800672.702","801773.567","829667.576","744617.017","739668.838","714428.719","709429.526","750243.558","702083.541","747314.715","745905.579","878040.802","734986.825","773358.13","685863.948","703319.223","653690.216","627132.575","673012.299","700858.974","734570.588","743917.765","761195.962","890073.671","819064.764","957127.396","1004676.851","1088153.971","1130597.273","1236678.253","1225135.98",
"전문대졸이상","　　사업소득","전체가구","원","717532.355","677564.733","696237.088","684283.725","762085.877","692691.68","706562.469","735233.828","691952.687","741001.196","779135.605","789724.456","795210.255","789633.8","770288.457","770733.977","795174.648","770951.321","748127.991","790132.6","777091.07","733705.31","733070.856","778395.57","734970.523","762813.314","768287.846","741075.05","723371.509","740599.796","768202.156","786058.518","768136.799","761406.4","745293.737","731570.578","752990.894","754359.468","796060.362","828981.715","805259.593","826253.505","842072.545","880411.048","830943.278","881050.949","883425.253","880153.8","861652.327","861039.733","837644.899","763372.221","729761.348","822780.973","815164.955","824953.285","845960.73","870368.143","867285.336","893352.792","951965.429","1004026.345","999221.799","1014323.006","949266.422","998659.622","993329.227","1002519.604","1028185.555","1039503.239","954091.693","951574.263",
"전문대졸이상","　　사업소득","근로자가구","원","192145.368","167478.209","178995.082","168786.604","158655.913","155601.572","159838.562","175368.855","174509.306","168683.78","186077.611","200441.74","176953.091","215594.208","193720.048","216571.495","216566.499","216118.735","182748.384","217022.221","214046.906","190390.589","188175.231","183322.106","180603.72","171016.553","170608.712","148785.084","152637.945","142184.028","159392.407","192430.936","215395.924","206506.228","188954.516","190249.196","182096.695","185392.225","195699.915","189378.029","214203.649","190842.873","183305.747","170091.89","184514.902","210364.28","198574.492","200112.043","193691.282","187248.578","194430.485","184522.321","174852.685","207785.314","202082.57","186107.173","209895.626","213998.089","207463.735","230147.947","276758.748","264613.876","259829.578","284340.308","218523.115","225718.432","225746.744","236807.507","229298.121","253074.065","237100.22","224068.036",
"전문대졸이상","　　사업소득","근로자외가구","원","1913869.628","1916028.721","1988604.764","1893350.768","1971779.5","1855327.519","1850662.892","1953295.188","1895168.513","2006105.691","2028176.002","2073735.532","2131600.915","2095429.991","2099663.658","2092753.479","2161890.851","2119118.393","2062992.206","2133541.602","2089814.096","2071617.055","2114803.608","2215137.233","2148928.469","2212917.57","2248385.654","2239918.756","2128672.231","2165568.071","2208955.955","2275139.499","2176856.68","2212477.072","2321503.331","2218490.387","2362051.048","2343796.581","2491220.628","2582163.777","2451890.107","2541755.081","2604400.077","2791602.094","2533317.736","2714523.47","2839479.778","2787980.875","2583162.071","2710763.424","2592515.935","2375801.37","2263396.44","2439676.546","2383914.79","2483815.355","2424428.142","2584264.045","2576503.622","2544772.171","2670586.512","2882131.598","2883139.073","2808709.561","2616279.937","2765271.465","2711730.581","2728253.722","2737597.966","2826665.988","2685332.106","2726866.264",
"전문대졸이상","　　재산소득","전체가구","원","43654.292","41223.779","41751.965","42694.766","20457.274","20327.993","21378.156","18801.382","22441.944","19071.206","18399.291","20012.58","20218.066","18195.575","18007.282","18918.246","17028.349","19038.375","19624.613","28751.921","32512.787","22808.958","21836.532","23722.696","31756.256","24974.059","25242.831","20253.004","28640.45","20535.453","16082.777","17146.272","21047.522","20379.883","16276.235","18575.866","23479.384","18520.256","18530.72","17887.734","26828.694","25875.79","22716.918","25903.988","20269.512","19206.818","14304.581","21990.478","18664.916","17233.09","20300.057","25576.208","23482.258","17052.201","22403.807","18904.444","23061.421","20374.219","21611.133","22955.952","35040.791","26592.25","24996.844","23285.852","30477.236","37880.447","31252.002","28112.395","21001.221","33699.647","28856.131","31387.435",
"전문대졸이상","　　재산소득","근로자가구","원","27404.612","30178.052","27478.718","28002.73","8547.1","11723.377","13020.162","12185.379","9752.39","10563.389","8158.788","13499.507","13264.592","12563.524","13116.004","12699.23","15986.416","13817.789","12803.846","27338.138","24685.828","13927.348","16102.296","16404.505","21595.71","18253.367","19084.131","15315.389","18888.872","13360.08","15680.714","12854.874","18249.144","18299.463","13731.07","15576.156","20635.788","19685.066","14349.995","15752.532","26489.261","25139.929","16870.176","21378.725","15492.66","14077.473","9675.252","19391.507","17225.643","14289.437","17002.764","16433.807","16703.896","11076.887","14023.117","10975.506","11379.766","14987.978","14844.312","11893.829","29169.269","18883.925","14034.325","12527.273","17457.216","23768.86","16325.045","13448","11600.117","19243.842","14142.903","18255.451",
"전문대졸이상","　　재산소득","근로자외가구","원","80655.774","68042.239","77414.736","77154.041","44333.552","38954.353","38868.493","33195.385","51949.08","37877.689","39966.831","34204.168","35248.312","31007.079","29284.944","33754.437","19489.471","31723.682","35487.199","32065.923","50761.139","44679.909","36377.265","41391.689","57671.561","41442.049","40494.289","32748.09","52651.477","37621.699","17034.262","27910.999","28179.491","25820.208","23487.147","26815.568","31494.034","15266.304","30335.292","23740.415","27774.327","27862.492","38358.075","38079.699","32849.39","33229.034","27526.761","29281.78","22374.298","25314.144","29296.004","51043.043","42216.034","32762","43848.244","39493.15","52050.766","34438.629","39140.077","50501.295","49985.729","46171.372","52928.54","49731.753","60179.253","70133.478","64669.26","61162.477","41117.152","66550.508","64382.541","63432.667",
"전문대졸이상","　　이전소득","전체가구","원","210322.824","172470.168","178162.706","155779.79","183168.122","173902.446","193320.304","197402.427","207931.377","200771.514","216332.205","223395.94","263957.647","233455.79","232575.654","238695.931","261018.432","245425.37","258149.983","266665.834","309896.662","252057.273","246423.035","236783.621","269990.555","246616.993","255630.49","278647.643","343733.587","272149.44","307028.86","291641.866","396144.182","305218.337","290766.826","284462.689","365281.54","325677.151","326295.428","351267.112","458385.462","357307.462","348776.282","347623.299","438060.795","382547.626","371939.566","366384.486","464779.993","385180.676","380865.321","375410.657","489311.055","439782.269","440354.62","393745.285","468371.648","408681.731","410305.605","399195.347","484388.543","414886.11","409897.263","449006.032","632690.874","501356.597","547684.505","516902.699","739546.266","586213.592","588843.664","543556.499",
